type	species	x_m	y_m	ht_m	dbh_cm
Tree	PIPO	50.39	151.66	10.41	33.27
Tree	PIPO	10.57	129.51	10.42	22.86
Tree	PIPO	20.96	117.97	10.43	27.69
Tree	PIPO	133.71	79.91	10.44	25.91
Tree	PIPO	90.09	100.21	10.44	32.26
Tree	PSME	25.65	4.34	10.44	24.13
Tree	PIPO	9.1	37.81	10.46	20.07
Stump	PIPO	10.94	28.37	10.48	25.94
Stump	PIPO	40.76	55.55	10.48	25.94
Tree	PIPO	166.43	145.5	10.48	37.59
Tree	PIPO	138.96	9.92	10.49	23.62
Tree	PIPO	27.21	8.86	10.49	26.92
Stump	PSME	1.28	176.38	10.53	26.08
Tree	PIPO	78.95	21.09	10.54	26.92
Tree	PIPO	56.73	9.37	10.55	31.75
Tree	PIPO	10.91	118.52	10.56	22.61
Tree	PIPO	131.94	128.06	10.56	34.04
Tree	PIPO	145.68	16.68	10.57	22.35
Tree	PIPO	111.72	56.71	10.6	24.64
Tree	PIPO	5.62	105.66	10.61	23.62
Stump	PIPO	73.4	68.42	10.63	26.39
Stump	PIPO	82.1	170.61	10.63	26.39
Tree	PIPO	124.27	59.17	10.66	28.45
Tree	PIPO	35.24	88.3	10.67	20.57
Tree	PIPO	194.75	126.28	10.68	29.46
Stump	PIPO	54.77	56.86	10.71	26.61
Tree	PIPO	155.45	65.64	10.72	36.83
Tree	PIPO	176.4	171.58	10.76	28.45
Tree	PIPO	143.48	20.81	10.77	26.92
Stump	PIPO	111.97	146.33	10.78	26.84
Stump	PIPO	8.7	155.65	10.78	26.84
Stump	PIPO	36.98	161.45	10.78	26.84
Stump	PIPO	50.38	168.71	10.78	26.84
Tree	PIPO	97.8	1.99	10.78	25.4
Stump	POTR	22.32	143.2	10.78	18.35
Tree	PIPO	61.32	102.41	10.79	29.21
Tree	PIPO	13.61	159.29	10.81	25.65
Tree	PIPO	160.01	7.9	10.86	20.83
Tree	PIPO	142.78	6.97	10.86	25.91
Tree	PSME	103.45	17.1	10.86	25.91
Tree	PIPO	73.08	106.58	10.92	21.84
Tree	PIPO	148.18	28.34	10.93	25.91
Tree	PIPO	161.12	3.76	10.94	23.11
Stump	PIPO	180.45	7.16	10.94	27.29
Tree	PIPO	55.05	155.36	10.94	29.72
Tree	PIPO	94.91	138.79	10.97	24.38
Tree	PIPO	71.7	44.81	10.99	20.07
Tree	PIPO	128.79	77.14	11	25.91
Tree	PIPO	18.95	114.65	11.01	25.65
Tree	PIPO	61.65	81.27	11.01	22.86
Tree	PIPO	9.26	146.2	11.04	23.11
Tree	PIPO	87.24	91.98	11.04	35.56
Tree	PIPO	91.48	37.79	11.15	25.4
Tree	PIPO	103.67	75.52	11.15	28.7
Stump	PIPO	9.39	153.16	11.16	27.96
Tree	PIPO	66.85	142.26	11.17	28.45
Tree	PIPO	152.11	46.57	11.19	31.5
Tree	PIPO	140.91	167.55	11.2	24.13
Tree	PIPO	72.21	50.16	11.23	23.88
Tree	PIPO	29.02	152.87	11.26	25.4
Tree	PIPO	126.78	153.88	11.28	24.38
Tree	PIPO	46.16	94.33	11.28	41.66
Tree	PIPO	88.38	14.86	11.29	26.67
Tree	PIPO	85.64	15.72	11.29	21.08
Stump	PIPO	100	170	11.32	28.41
Tree	PIPO	109.47	47.1	11.33	25.4
Tree	PIPO	72.68	107.54	11.35	33.02
Tree	PIPO	65.65	5.24	11.38	25.65
Stump	POTR	108.54	186.05	11.38	19.49
Tree	PIPO	150.1	158.36	11.43	35.56
Tree	PIPO	116.05	60.26	11.44	32
Tree	PIPO	92.93	6.95	11.46	22.61
Tree	PIPO	21.77	108.01	11.49	26.42
Tree	PIPO	57.05	100.88	11.49	32
Tree	PIPO	173.8	14.93	11.5	24.13
Stump	PIPO	100.28	158.8	11.54	29.08
Tree	PIPO	99.88	97.96	11.54	32
Tree	PIPO	5.34	117.25	11.56	37.59
Tree	PIPO	61.49	9.58	11.57	26.67
Tree	PIPO	31.21	138.39	11.57	32.26
Stump	PSME	46.36	190.41	11.58	28.71
Tree	PIPO	67.53	60.45	11.6	25.91
Tree	PIPO	195.45	0.64	11.61	29.21
Tree	PIPO	15.4	163.77	11.61	23.62
Tree	PIPO	181.21	171.52	11.61	31.24
Tree	PIPO	62.48	50.59	11.62	22.61
Tree	PIPO	119.47	150.07	11.62	21.84
Tree	PIPO	95.94	78.13	11.62	22.35
Tree	PIPO	7.51	94.67	11.62	26.16
Tree	PIPO	8.46	42.73	11.63	30.48
Tree	PIPO	42.42	135.59	11.65	42.16
Tree	PIPO	149.6	33.57	11.66	30.73
Tree	PIPO	82.69	3.06	11.67	25.15
Tree	PIPO	92.04	116.8	11.67	34.54
Tree	PIPO	14.71	191.8	11.69	26.67
Tree	PIPO	145	25	11.75	25.4
Tree	PIPO	30.44	158.67	11.75	25.15
Tree	PIPO	71.48	62.2	11.76	24.13
Tree	PIPO	192	163.72	11.77	33.02
Tree	PIPO	18.74	141.52	11.79	25.4
Tree	PIPO	21.73	85.69	11.79	31.24
Tree	PIPO	24.51	152.88	11.79	23.88
Tree	PIPO	78.29	28.86	11.8	24.38
Tree	PIPO	20.13	134.73	11.84	34.8
Tree	PIPO	63.09	22.14	11.85	20.83
Tree	PIPO	103.9	141.12	11.85	27.94
Tree	PIPO	198.29	13.94	11.86	22.35
Tree	PIPO	84.88	75.52	11.9	24.89
Stump	PIPO	115.39	167.64	11.92	30.2
Tree	PIPO	94.3	9.25	11.92	28.19
Tree	PIPO	48.19	73.28	11.96	22.61
Stump	POTR	111.25	183.08	11.97	20.62
Tree	PIPO	104.34	142.35	11.99	35.31
Tree	PIPO	117.69	129.81	12	52.07
Tree	PIPO	29.46	104	12.04	30.23
Tree	PIPO	60.74	74.82	12.06	24.89
Tree	PIPO	40.57	117.24	12.06	35.31
Tree	PIPO	193.07	138.13	12.07	27.94
Tree	PIPO	145.48	25.18	12.09	27.43
Tree	PIPO	11.55	96.55	12.1	25.4
Tree	PIPO	15.54	150.6	12.14	27.69
Stump	PIPO	55.65	187.18	12.15	30.87
Tree	PIPO	59.81	197.03	12.16	23.37
Tree	PIPO	97.72	71.94	12.17	22.86
Tree	PIPO	194.13	182.73	12.21	25.4
Tree	PIPO	90.79	129.03	12.21	36.58
Tree	PIPO	36.87	106.8	12.21	30.23
Stump	PSME	33.15	190.71	12.22	30.32
Tree	PIPO	12.35	62.18	12.28	24.89
Tree	PIPO	30.15	90.84	12.3	24.38
Tree	PIPO	190.6	136.04	12.36	29.97
Tree	PIPO	14.97	168.09	12.37	26.67
Tree	PIPO	196.63	12.04	12.38	24.89
Stump	PIPO	99.47	162.47	12.38	31.54
Tree	PIPO	108.51	139.73	12.38	35.31
Tree	PIPO	15.54	40.22	12.39	26.92
Tree	PIPO	112.37	10.57	12.39	33.27
Tree	PIPO	37.11	137.23	12.42	29.97
Tree	PIPO	151.83	2.24	12.42	31.75
Tree	PIPO	115.34	134.62	12.42	30.99
Tree	PIPO	170.97	14.52	12.48	24.89
Tree	PIPO	62.02	8.89	12.49	23.11
Tree	PIPO	27.26	164.31	12.56	25.4
Stump	POTR	109.83	179.5	12.57	21.76
Tree	PSME	72.43	41	12.59	31.24
Tree	PIPO	115.55	184.31	12.6	32
Tree	PIPO	56.01	1.77	12.62	26.92
Stump	PSME	38.64	172.18	12.62	31.33
Tree	PIPO	25.35	139.4	12.67	27.69
Tree	PIPO	77.65	0.74	12.67	25.65
Tree	PIPO	175.46	16.6	12.68	31.24
Stump	PIPO	33.48	33.1	12.68	32.43
Stump	PIPO	47.76	191.36	12.68	32.43
Tree	PIPO	130.85	150.82	12.68	23.88
Tree	PIPO	91.64	27.82	12.69	28.19
Stump	POTR	106.4	195.16	12.69	21.99
Tree	PIPO	165.06	8.08	12.7	25.65
Tree	PIPO	89.85	31.4	12.7	27.69
Tree	PIPO	0.15	7.61	12.72	29.21
Tree	PIPO	126.17	139.21	12.73	32.77
Tree	PIPO	8.48	73.41	12.73	52.07
Tree	PSME	121.44	0.37	12.75	36.07
Tree	PIPO	199.38	8.4	12.78	25.4
Tree	PIPO	141.49	161.29	12.79	29.72
Stump	POTR	108.86	182.57	12.81	22.21
Tree	PIPO	102.55	11.99	12.82	30.73
Tree	PIPO	62.27	70.75	12.82	34.8
Tree	PIPO	69.89	15.54	12.82	30.73
Tree	PIPO	68	47.79	12.84	28.45
Tree	PIPO	13.64	55.29	12.87	23.88
Tree	PIPO	155.94	12.61	12.88	26.67
Tree	PIPO	189.15	141.86	12.92	36.32
Tree	PIPO	113.23	75.81	12.93	31.24
Tree	PIPO	85.35	28.38	12.94	23.11
Tree	PIPO	100	14	12.96	25.91
Tree	PIPO	69.9	66.81	12.97	32.26
Tree	PIPO	32.61	102.02	12.97	30.23
Tree	PIPO	54.59	27.4	13.01	32.77
Tree	PIPO	122.35	32.48	13.03	41.4
Tree	PIPO	42.94	14.17	13.04	33.78
Tree	PIPO	109.93	82.08	13.04	29.46
Tree	PIPO	72.17	25.59	13.05	28.96
Tree	PIPO	180.27	7.39	13.12	31.24
Tree	PIPO	59.77	108.71	13.13	39.62
Tree	PIPO	199.41	185.67	13.17	24.64
Tree	PIPO	75.7	56.52	13.21	32
Tree	PIPO	85.27	81	13.22	28.45
Tree	PIPO	22.95	133.31	13.23	11.43
Stump	PIPO	29.77	3.04	13.29	34.22
Tree	PIPO	51.14	61.83	13.29	46.99
Tree	PIPO	107.53	178.96	13.31	28.19
Tree	PIPO	45.68	47.25	13.33	29.21
Tree	PIPO	94.21	11.59	13.34	21.34
Tree	PIPO	23.54	66.18	13.36	31.24
Stump	PIPO	97.74	157.17	13.37	34.45
Tree	PIPO	25.42	64.97	13.37	29.21
Tree	PIPO	10.8	34.25	13.38	28.19
Tree	PIPO	195.18	190.94	13.38	36.07
Tree	PIPO	72.39	68.19	13.4	30.48
Tree	PIPO	0.78	75.05	13.44	28.19
Tree	PIPO	78.84	135.37	13.44	40.13
Tree	PIPO	144.93	166.6	13.46	34.54
Tree	PIPO	82.75	136.8	13.51	33.53
Tree	PIPO	17.99	59.6	13.53	24.89
Tree	PIPO	105.98	175.67	13.6	25.65
Tree	PIPO	15.48	65.59	13.63	32.51
Tree	PIPO	23.19	77.36	13.64	25.91
Tree	PIPO	55.37	0.25	13.64	29.46
Tree	PIPO	75.08	21.86	13.64	26.67
Tree	PIPO	199.35	118.22	13.65	40.64
Tree	PIPO	156.79	12.1	13.66	26.42
Tree	PIPO	69.35	108.74	13.66	41.4
Tree	PIPO	17.11	107.3	13.66	30.99
Tree	PIPO	165.48	12.22	13.67	33.02
Tree	PIPO	166.46	9.73	13.68	35.56
Tree	PIPO	17.66	78.59	13.71	40.13
Tree	PIPO	171.81	27.25	13.74	33.53
Tree	PIPO	55.95	53.78	13.77	27.69
Tree	PIPO	23.14	162.1	13.77	21.08
Tree	PIPO	66.28	35.49	13.8	24.64
Tree	PIPO	34.32	83.16	13.8	33.78
Tree	PIPO	89.24	8.73	13.85	22.35
Tree	PIPO	64.23	77.13	13.87	28.19
Tree	PIPO	57.63	79.11	13.89	42.67
Tree	PIPO	84.13	195.71	13.89	28.45
Tree	PIPO	0.08	29.82	13.91	35.56
Tree	PIPO	85.86	84.04	13.92	38.1
Tree	PIPO	11.07	91.35	13.93	28.19
Tree	PIPO	108.3	43.05	13.96	34.54
Tree	PIPO	193.42	160.13	13.99	28.96
Stump	POTR	125.53	188.8	13.99	24.48
Tree	PIPO	34.08	168.95	14	28.45
Tree	PIPO	115.27	139.29	14.01	28.19
Tree	PIPO	18.39	151.58	14.02	28.19
Tree	PIPO	8.07	56.08	14.02	31.75
Stump	PIPO	97.34	150	14.05	36.46
Tree	PIPO	55.06	53.7	14.05	30.99
Tree	PIPO	101.46	177.37	14.06	34.54
Tree	PIPO	64.17	76.74	14.07	26.42
Tree	PIPO	200	189.79	14.1	25.65
Tree	PIPO	104.99	170.95	14.12	37.08
Tree	PIPO	39.55	144.3	14.13	35.56
Tree	PIPO	81.28	140.7	14.23	34.54
Tree	PIPO	95.83	182.58	14.23	33.78
Tree	PIPO	105.43	130	14.27	59.69
Tree	PIPO	6.82	64.43	14.32	38.35
Tree	PIPO	50.6	17.95	14.36	26.92
Tree	PIPO	121.94	162.41	14.38	32.51
Tree	PIPO	12.45	105.08	14.41	29.21
Tree	PIPO	95.14	22.53	14.41	30.73
Tree	PIPO	3.69	28.83	14.43	35.05
Tree	PIPO	197.81	143.67	14.44	43.18
Tree	PIPO	72.69	28.02	14.52	34.54
Tree	PIPO	50	16.07	14.54	32
Tree	PIPO	39.66	11.58	14.54	28.7
Tree	PIPO	56.93	37.29	14.58	30.23
Tree	PIPO	135.78	156.76	14.6	33.02
Tree	PIPO	87.2	14.28	14.67	19.05
Tree	PIPO	86.56	18.01	14.67	35.56
Tree	PIPO	93.31	192.56	14.67	37.85
Tree	PIPO	59.59	39.54	14.71	29.97
Tree	PIPO	77.74	78.7	14.73	44.96
Tree	PIPO	32.82	77.8	14.75	33.27
Tree	PIPO	25.93	84.85	14.77	32.26
Tree	PIPO	169.51	160.59	14.77	32.77
Tree	PIPO	59.83	54.59	14.79	26.67
Tree	PIPO	21.42	62.32	14.81	30.48
Tree	PIPO	63.66	4.57	14.83	26.92
Tree	PIPO	53.26	41.93	14.83	27.69
Tree	PIPO	13.5	37.95	14.85	33.53
Tree	PIPO	82.64	138.67	14.86	31.24
Tree	PIPO	7.53	23.61	14.87	35.05
Stump	PSME	24.64	181.28	14.87	36.99
Tree	PSME	126.98	3.73	14.88	36.58
Tree	PIPO	17.67	67.24	14.9	40.89
Tree	PIPO	0.54	37.93	14.95	31.75
Stump	PSME	39.08	180.72	14.95	37.19
Tree	PIPO	163.48	158.43	14.97	35.31
Tree	PIPO	169.48	155.29	14.97	38.61
Tree	PIPO	36.44	47.54	14.99	26.92
Tree	PIPO	51.78	38.91	14.99	28.7
Tree	PIPO	49.76	82.76	14.99	46.23
Stump	PSME	9.35	166.13	15.03	37.39
Tree	PIPO	21.23	33.58	15.11	38.1
Tree	PIPO	163.69	151.97	15.16	38.1
Tree	PIPO	42.69	24.26	15.16	30.73
Tree	PIPO	199.36	190.76	15.18	29.72
Tree	PIPO	59.13	18.4	15.28	36.58
Tree	PIPO	136.96	138.1	15.3	48.01
Tree	PIPO	32.09	86.39	15.3	28.7
Tree	PIPO	2.71	56.62	15.31	41.4
Tree	PIPO	163.12	131.06	15.34	48.51
Tree	PIPO	25.21	92.53	15.35	35.56
Tree	PIPO	58.24	24.48	15.37	46.74
Stump	PIPO	97.71	171.32	15.42	40.49
Tree	PIPO	93.6	81.66	15.46	35.31
Tree	PIPO	22.18	6.49	15.5	34.29
Tree	PIPO	27.62	46.68	15.53	40.39
Tree	PIPO	131.19	158.65	15.56	30.48
Tree	PIPO	98.86	130.03	15.56	53.34
Tree	PIPO	128.86	144.87	15.56	38.1
Tree	PIPO	142.06	71.91	15.57	67.82
Tree	PIPO	18.39	82.02	15.65	38.1
Tree	PIPO	35.86	12.19	15.67	35.31
Stump	POTR	117.8	195.41	15.78	27.89
Tree	PIPO	9.49	61.39	15.81	22.35
Tree	PSME	96.07	11.58	15.9	42.93
Tree	PSME	84.47	106.83	15.93	60.45
Tree	PIPO	46.05	26.8	15.94	39.37
Tree	PIPO	18.88	36.7	15.95	31.24
Tree	PIPO	138.89	155.84	15.99	33.02
Tree	PIPO	189.61	195.11	15.99	42.42
Stump	PIPO	76.7	178.33	16.1	42.51
Tree	PIPO	47.6	50	16.14	37.59
Tree	PIPO	96.64	84.05	16.23	39.88
Tree	PIPO	174.28	181.51	16.29	56.13
Tree	PIPO	146.83	166.39	16.29	35.31
Tree	PIPO	127.69	168.89	16.31	43.18
Tree	PIPO	31.34	81.57	16.37	40.89
Tree	PIPO	13.34	50	16.4	44.45
Tree	PIPO	22.93	76.04	16.44	30.99
Tree	PIPO	181.16	123.49	16.45	48.77
Tree	PIPO	2.38	7.88	16.51	45.47
Tree	PIPO	23.95	55.71	16.65	36.32
Tree	PIPO	39.6	57.44	16.66	37.34
Tree	PIPO	3.51	66.23	16.73	29.97
Tree	PIPO	152.07	167.33	16.75	37.59
Tree	PIPO	130.18	169.32	16.76	43.18
Tree	PIPO	12.95	89.58	16.78	42.93
Tree	PIPO	114.12	147.59	16.8	39.62
Tree	PIPO	4.76	62.03	16.83	25.4
Tree	PIPO	28.52	79.67	16.95	32.26
Stump	POTR	110.12	194.44	16.96	30.16
Tree	PIPO	35.82	18.15	16.97	50.55
Tree	PIPO	149.24	165.38	17.03	36.83
Tree	PIPO	28.26	3.9	17.08	37.85
Tree	PIPO	55.46	68.44	17.11	49.28
Tree	PIPO	41.45	56.91	17.18	37.59
Tree	PIPO	109.23	86.4	17.31	46.23
Tree	PIPO	118.43	165.52	17.36	40.64
Tree	PIPO	27.2	62.74	17.41	45.47
Tree	PIPO	200	48.08	17.48	55.63
Tree	PIPO	8.09	14.65	17.48	43.69
Tree	PIPO	37.92	53.58	17.53	53.34
Tree	PIPO	36.69	5.75	17.56	34.29
Tree	PIPO	51.46	58.73	17.57	38.35
Tree	PIPO	133.55	149.29	17.64	43.43
Tree	PIPO	170.67	165.8	17.68	35.81
Tree	PIPO	26.9	30.11	17.77	43.18
Tree	PIPO	166.5	169.81	17.87	48.01
Tree	PIPO	166.3	173.02	17.97	51.56
Tree	PIPO	49.69	52.25	18.05	35.81
Tree	PIPO	12.84	17.61	18.06	49.78
Tree	PIPO	115.21	157.19	18.11	45.97
Tree	PSME	25	35.54	18.16	35.56
Tree	PIPO	6.56	39.95	18.6	47.75
Stump	PIPO	102.7	13.52	18.61	49.89
Tree	PIPO	33.93	5.86	18.65	43.69
Tree	PIPO	158.74	156.68	18.86	49.53
Tree	PIPO	127.35	47.72	20.04	10.41
